date,t,interval,price,load_kw,pv_kw,grid_kwh,charge_plan_kwh,discharge_plan_kwh,charge_exec_kwh,discharge_exec_kwh,emergency_kwh,surplus_kwh,E_start_kwh,E_end_kwh,plan_cost_yuan,emergency_cost_yuan
2025-02-01,0,0:00-0:10,0.4248,2532.1822,0.0,1315.0263939624529,833.3333333333333,0.0,833.3333333333333,0.0,0.0,59.66269396245298,6000.0,6750.0,558.62321215525,0.0
2025-02-01,1,0:10-0:20,0.4245,2492.4439,0.0,1326.1949099708627,833.3333333333333,0.0,833.3333333333333,0.0,0.0,77.45425997086272,6750.0,7500.0,562.9697392826312,0.0
2025-02-01,2,0:20-0:30,0.4269,2464.3,0.0,1328.180054922907,833.3333333333333,0.0,833.3333333333333,0.0,0.0,84.130054922907,7500.0,8250.0,567.000065446589,0.0
2025-02-01,3,0:30-0:40,0.4272,2581.7688,0.0,1327.5818796688093,833.3333333333333,0.0,833.3333333333333,0.0,0.0,63.953746335476126,8250.0,9000.0,567.1429789945154,0.0
2025-02-01,4,0:40-0:50,0.4271,2546.4635,0.0,504.7990161965664,0.0,0.0,0.0,0.0,0.0,80.3884328632331,9000.0,9000.0,215.59965981755352,0.0
2025-02-01,5,0:50-1:00,0.4285,2436.31,0.0,504.40408423704486,0.0,0.0,0.0,0.0,0.0,98.35241757037824,9000.0,9000.0,216.13715009557373,0.0
2025-02-01,6,1:00-1:10,0.4311,2620.5011,0.0,530.376689511377,0.0,0.0,0.0,0.0,0.0,93.62650617804366,9000.0,9000.0,228.6453908483546,0.0
2025-02-01,7,1:10-1:20,0.4302,2710.7861,0.0,866.6130148253717,333.3333333333333,0.0,333.3333333333333,0.0,0.0,81.4819981587051,9000.0,9300.0,372.81691897787493,0.0
2025-02-01,8,1:20-1:30,0.4279,2676.48,0.0,1325.5790963997833,833.3333333333333,0.0,833.3333333333333,0.0,0.0,46.165763066450154,9300.0,10050.0,567.2152953494673,0.0
2025-02-01,9,1:30-1:40,0.4312,2830.598,0.0,511.19630656833385,0.0,0.0,0.0,0.0,0.0,39.429973235000546,10050.0,10050.0,220.42784739226556,0.0
2025-02-01,10,1:40-1:50,0.4333,2688.1558,0.0,529.7663803608821,0.0,0.0,0.0,0.0,0.0,81.74041369421542,10050.0,10050.0,229.5477726103702,0.0
2025-02-01,11,1:50-2:00,0.4311,2384.42,0.0,498.10650992591377,0.0,0.0,0.0,0.0,0.0,100.70317659258046,10050.0,10050.0,214.73371642906142,0.0
2025-02-01,12,2:00-2:10,0.4293,2604.5438,0.0,541.6286861647758,0.0,0.0,0.0,0.0,0.0,107.53805283144249,10050.0,10050.0,232.52119497053826,0.0
2025-02-01,13,2:10-2:20,0.4324,2943.3655,0.0,565.287380328434,0.0,0.0,0.0,0.0,0.0,74.72646366176735,10050.0,10050.0,244.43026325401485,0.0
2025-02-01,14,2:20-2:30,0.4367,3019.32,0.0,556.6200109908209,0.0,0.0,0.0,0.0,0.0,53.400010990820874,10050.0,10050.0,243.07595879969148,0.0
2025-02-01,15,2:30-2:40,0.4348,2844.4369,0.0,539.5244476972806,0.0,0.0,0.0,0.0,0.0,65.45163103061395,10050.0,10050.0,234.5852298587776,0.0
